15	vuist	gaan	0.4644319005980185
50	duim	kennen	1.9432972539741276
61	kies	krijgen	2.7039995206825944
64	wol	kruipen	2.585805130435155
67	voetlicht	komen	0.4402156093930515
74	honderd	lopen	2.7755281407977352
84	korrel	nemen	2.4568436268456653
85	sleeptouw	nemen	0.9223640930705231
123	geranium	zitten	2.859233556171801
124	lappenmand	zitten	2.0513684751809986
131	pet	houden	0.781185910905088
132	water	halen	1.0840509725064924
133	achtergrond	blijven	0.6358115290287302
134	hand	doen	0.3190607226143707
135	duim	draaien	1.1720245263005162
136	zwaard	grijpen	0.9485251024124832
137	woord	houden	-0.08376603365256642
138	weg	helpen	0.7590832091980018
139	borst	kloppen	1.2367365633998395
140	oor	knopen	2.1168847263615493
141	kast	komen	0.24654773687002154
142	dag	leven	0.6060239242278338
143	hoofd	leren	0.4214369365573345
144	bed	lichten	2.9135388618352853
146	val	lopen	1.9571038946597774
147	arm	nemen	2.312749061367167
148	stroom	roeien	3.0147440491584727
149	dak	schreeuwen	1.7544375793711031
150	kaart	spelen	1.5200628121985547
151	ves	spuwen	0
152	hemd	staan	0.6169634479679126
153	eer	strijken	2.4850142860460362
154	hoed	toveren	1.8876729640035017
155	bel	trekken	2.132345515414065
156	jas	trekken	0.648731362207172
157	gat	vallen	1.8206674671009813
158	rol	vallen	-0.03511149379445306
159	windmolen	vechten	-0.30151134457776363
160	zadel	wippen	2.1743966478557257
161	roos	zitten	2.502648173491512
162	straat	zetten	1.3385003060485692
165	vuur	spelen	0.4167567364293271
166	kraag	vatten	1.2668150767654505
167	ziel	trappen	1.6487538485280582
168	handschoen	trouwen	0.6026706294283206
170	knie	krijgen	2.469454222302561
171	wijs	brengen	0.41080659798082436
172	broek	doen	0.4211015967451741
173	vinger	hebben	0.8102825576308267
174	deur	houden	0.9353371501731624
175	hand	houden	0.785949940790627
176	achterhoofd	houden	1.4140818825922066
181	lat	staan	1.7426380609650551
183	bocht	gaan	0.9820517562686251
184	aarde	vertrouwen	-0.3016221549457525
185	voet	maken	-0.3611457781090107
