"","blogs","books","brochures","chats","discussion lists","e-magazines","legal texts","newsletters","newspapers","policy documents","press releases","proceedings","reports","sms","subtitles","texts for the visually impaired","tweets","wikipedia","written assignments"
"vogel voor de kat ","  0.00000"," 19.09506","  0.00000","252.66490","166.46062","289.81314","  0.00000","  0.00000","562.19654","  0.00000","  0.00000","  0.00000","  0.00000","  0.00000","212.69170","  0.00000","  0.00000","  0.00000","  0.00000"
"voor een appel en een ei ","  0.00000"," 76.38025","  0.00000"," 84.22163","411.77102","115.92526","  0.00000","  0.00000","224.40618"," 57.39506","  0.00000","  0.00000","  0.00000","  0.00000"," 88.62154","  0.00000"," 64.66295"," 43.47602","  0.00000"
"voor het voetlicht ","   0.00000"," 515.56666","   0.00000","   0.00000","  35.04434","1217.21518"," 140.32224","   0.00000"," 446.45019","1549.66664","1502.42642","   0.00000"," 676.21695","   0.00000","  35.44862","1481.30153"," 280.20610"," 369.54619","   0.00000"
"voor spek en bonen ","  0.00000"," 38.19012","  0.00000"," 84.22163","183.98279","115.92526","  0.00000","  0.00000","210.23316","  0.00000","  0.00000","  0.00000","  0.00000","  0.00000","124.07016","  0.00000","280.20610"," 65.21403","  0.00000"
"voor zijn kiezen "," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","21.25953","57.39506"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","21.55432"," 0.00000"," 0.00000"
"vuur aan de schenen ","  0.00000","152.76049","412.07138","  0.00000","201.50497","985.36467","  0.00000","  0.00000","715.73761"," 57.39506","  0.00000","  0.00000","  0.00000","  0.00000","159.51877","  0.00000","129.32589"," 43.47602","  0.00000"
"vuur uit de sloffen ","  0.00000","152.76049","  0.00000","  0.00000"," 43.80543","  0.00000","  0.00000","  0.00000"," 82.67596","114.79012","  0.00000","  0.00000","  0.00000","  0.00000","  0.00000","  0.00000"," 86.21726","  0.00000","  0.00000"
"waar voor hun geld ","14309.7342","  343.7111","  412.0714","  126.3324","  245.3104","  405.7384","    0.0000","    0.0000","  661.4077","  975.7160","    0.0000","    0.0000","  225.4057","    0.0000","  319.0375","    0.0000","  517.3036","    0.0000","    0.0000"
"wal in de sloot ","  0.000000"," 38.190123","  0.000000","  0.000000"," 35.044342","  0.000000","  0.000000","  0.000000","  9.448681","  0.000000","  0.000000","  0.000000","225.405651","  0.000000"," 35.448616","  0.000000"," 64.662946"," 65.214034","  0.000000"
"water bij de wijn ","  0.00000","190.95061","  0.00000","336.88653","937.43614","115.92526","  0.00000","  0.00000","406.29330","803.53085","  0.00000","  0.00000","225.40565","  0.00000","230.41600","  0.00000","323.31473"," 65.21403","  0.00000"
"water naar de zee ","  0.00000","  0.00000","  0.00000","  0.00000"," 70.08868","115.92526","  0.00000","  0.00000","122.83286"," 57.39506","  0.00000","  0.00000","  0.00000","  0.00000"," 53.17292","  0.00000","107.77158","  0.00000","  0.00000"
"wind uit de zeilen ","  0.00000","133.66543","  0.00000","  0.00000","122.65520"," 57.96263","  0.00000","  0.00000","219.68184","286.97530","  0.00000","  0.00000","676.21695","  0.00000"," 35.44862","  0.00000","150.88021","282.59415","  0.00000"
"zich uit de voeten maken","  0.00000","878.37282","  0.00000","  0.00000"," 52.56651","231.85051","  0.00000","  0.00000","328.34168"," 57.39506","  0.00000","  0.00000","  0.00000","  0.00000","336.76185","  0.00000"," 43.10863"," 65.21403","  0.00000"
"ziel onder de arm "," 0.00000","57.28518"," 0.00000"," 0.00000","96.37194"," 0.00000"," 0.00000"," 0.00000","23.62170"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","64.66295"," 0.00000"," 0.00000"
"zool van z'n andere schoen lopen"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 2.36217"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","35.44862"," 0.00000"," 0.00000","21.73801"," 0.00000"
"zout in de wonde ","  0.00000","229.14074","  0.00000","168.44327","192.74388","  0.00000","  0.00000","  0.00000","316.53083","114.79012","  0.00000","  0.00000","901.62261","  0.00000","248.14031","  0.00000","172.43452"," 86.95205","  0.00000"
